date,ticker,prior_close,today_open,gap_pct,abs_gap_pct,gap_dir,bucket,filled,fill_datetime
2025-04-08,AAPL,182.1900,185.5030,1.8184,1.8184,up,> 1.50%,1,2025-04-08 11:00:00
2025-04-09,AAPL,184.6700,174.0621,-5.7442,5.7442,down,> 1.50%,1,2025-04-09 15:00:00
2025-04-10,AAPL,171.2700,191.4325,11.7723,11.7723,up,> 1.50%,0,
2025-04-11,AAPL,189.9000,187.4596,-1.2851,1.2851,down,1.00–1.50%,1,2025-04-11 09:35:00
2025-04-14,AAPL,187.4900,207.7376,10.7993,10.7993,up,> 1.50%,0,
2025-04-15,AAPL,209.7400,201.6808,-3.8425,3.8425,down,> 1.50%,0,
2025-04-16,AAPL,199.8800,198.4026,-0.7391,0.7391,down,0.50–1.00%,1,2025-04-16 11:35:00
2025-04-17,AAPL,198.5700,194.2355,-2.1829,2.1829,down,> 1.50%,1,2025-04-17 15:15:00
2025-04-21,AAPL,196.4000,192.6622,-1.9032,1.9032,down,> 1.50%,1,2025-04-21 15:45:00
2025-04-22,AAPL,191.1300,196.0128,2.5547,2.5547,up,> 1.50%,0,
2025-04-23,AAPL,194.3500,204.7558,5.3542,5.3542,up,> 1.50%,1,2025-04-23 15:35:00
2025-04-24,AAPL,205.9900,203.5753,-1.1722,1.1722,down,1.00–1.50%,0,
2025-04-25,AAPL,203.3500,206.6720,1.6336,1.6336,up,> 1.50%,0,
2025-04-28,AAPL,204.6400,208.7332,2.0002,2.0002,up,> 1.50%,0,
2025-04-29,AAPL,209.1500,208.3150,-0.3992,0.3992,down,0.30–0.50%,1,2025-04-29 09:40:00
2025-04-30,AAPL,208.7000,208.0461,-0.3133,0.3133,down,0.30–0.50%,1,2025-04-30 09:30:00
2025-05-01,AAPL,206.7000,209.9977,1.5954,1.5954,up,> 1.50%,1,2025-05-01 15:50:00
2025-05-02,AAPL,208.2200,202.3701,-2.8095,2.8095,down,> 1.50%,1,2025-05-02 15:00:00
2025-05-05,AAPL,206.5600,201.9822,-2.2162,2.2162,down,> 1.50%,0,
2025-05-06,AAPL,202.3800,198.6068,-1.8644,1.8644,down,> 1.50%,1,2025-05-06 15:20:00
2025-05-07,AAPL,196.9400,197.7205,0.3963,0.3963,up,0.30–0.50%,1,2025-05-07 09:35:00
2025-05-08,AAPL,199.2200,196.2070,-1.5124,1.5124,down,> 1.50%,0,
2025-05-09,AAPL,196.6800,199.2887,1.3264,1.3264,up,1.00–1.50%,1,2025-05-09 14:25:00
2025-05-12,AAPL,197.7700,208.2629,5.3056,5.3056,up,> 1.50%,0,
2025-05-13,AAPL,210.6400,210.5957,-0.0210,0.0210,down,< 0.30%,1,2025-05-13 09:30:00
2025-05-14,AAPL,210.1700,212.1310,0.9331,0.9331,up,0.50–1.00%,0,
2025-05-15,AAPL,211.6100,211.1042,-0.2390,0.2390,down,< 0.30%,1,2025-05-15 09:35:00
2025-05-16,AAPL,209.2200,211.2437,0.9673,0.9673,up,0.50–1.00%,1,2025-05-16 10:40:00
2025-05-19,AAPL,211.2500,205.1317,-2.8962,2.8962,down,> 1.50%,0,
2025-05-20,AAPL,207.4800,206.0696,-0.6798,0.6798,down,0.50–1.00%,1,2025-05-20 09:30:00
2025-05-21,AAPL,207.0400,203.6869,-1.6195,1.6195,down,> 1.50%,0,
2025-05-22,AAPL,205.3500,199.3501,-2.9218,2.9218,down,> 1.50%,0,
2025-05-23,AAPL,201.0200,195.9007,-2.5467,2.5467,down,> 1.50%,1,2025-05-23 11:00:00
2025-05-27,AAPL,194.3100,197.4699,1.6262,1.6262,up,> 1.50%,1,2025-05-27 15:05:00
2025-05-28,AAPL,197.9300,201.7727,1.9414,1.9414,up,> 1.50%,1,2025-05-28 15:50:00
2025-05-29,AAPL,200.5200,202.5404,1.0076,1.0076,up,1.00–1.50%,1,2025-05-29 09:45:00
2025-05-30,AAPL,203.2200,198.3631,-2.3900,2.3900,down,> 1.50%,0,
2025-06-02,AAPL,198.0400,201.1097,1.5500,1.5500,up,> 1.50%,1,2025-06-02 11:00:00
2025-06-03,AAPL,199.0900,200.4894,0.7029,0.7029,up,0.50–1.00%,0,
2025-06-04,AAPL,201.2800,202.4108,0.5618,0.5618,up,0.50–1.00%,1,2025-06-04 13:15:00
2025-06-05,AAPL,201.8000,202.6774,0.4348,0.4348,up,0.30–0.50%,1,2025-06-05 09:45:00
2025-06-06,AAPL,203.1300,204.3964,0.6234,0.6234,up,0.50–1.00%,1,2025-06-06 09:30:00
2025-06-09,AAPL,201.8400,204.2152,1.1768,1.1768,up,1.00–1.50%,0,
2025-06-10,AAPL,204.1700,201.5205,-1.2977,1.2977,down,1.00–1.50%,0,
2025-06-11,AAPL,200.7700,203.3628,1.2914,1.2914,up,1.00–1.50%,0,
2025-06-12,AAPL,202.7900,197.4360,-2.6402,2.6402,down,> 1.50%,0,
2025-06-13,AAPL,198.8400,198.2934,-0.2749,0.2749,down,< 0.30%,1,2025-06-13 09:30:00
2025-06-16,AAPL,199.3900,196.3543,-1.5225,1.5225,down,> 1.50%,0,
2025-06-17,AAPL,197.1000,196.4590,-0.3252,0.3252,down,0.30–0.50%,1,2025-06-17 09:30:00
2025-06-18,AAPL,196.9000,194.6345,-1.1506,1.1506,down,1.00–1.50%,1,2025-06-18 10:20:00
2025-06-20,AAPL,195.4300,198.8026,1.7257,1.7257,up,> 1.50%,1,2025-06-20 11:00:00
2025-06-23,AAPL,196.7700,199.6691,1.4733,1.4733,up,1.00–1.50%,0,
2025-06-24,AAPL,200.9500,201.6232,0.3350,0.3350,up,0.30–0.50%,1,2025-06-24 09:30:00
2025-06-25,AAPL,203.1800,202.2528,-0.4563,0.4563,down,0.30–0.50%,0,
2025-06-26,AAPL,200.7800,200.9702,0.0947,0.0947,up,< 0.30%,1,2025-06-26 09:30:00
2025-06-27,AAPL,200.6700,202.2212,0.7730,0.7730,up,0.50–1.00%,1,2025-06-27 09:30:00
2025-06-30,AAPL,201.1100,200.2823,-0.4116,0.4116,down,0.30–0.50%,1,2025-06-30 09:30:00
2025-07-01,AAPL,201.2500,206.4085,2.5632,2.5632,up,> 1.50%,0,
2025-07-02,AAPL,206.6600,209.0106,1.1374,1.1374,up,1.00–1.50%,0,
2025-07-03,AAPL,209.0600,211.3534,1.0970,1.0970,up,1.00–1.50%,0,
2025-07-07,AAPL,211.1300,213.7512,1.2415,1.2415,up,1.00–1.50%,1,2025-07-07 10:50:00
2025-07-08,AAPL,211.7100,208.7115,-1.4163,1.4163,down,1.00–1.50%,0,
2025-07-09,AAPL,209.5200,209.9377,0.1994,0.1994,up,< 0.30%,1,2025-07-09 09:30:00
2025-07-10,AAPL,208.7000,209.7134,0.4856,0.4856,up,0.30–0.50%,0,
2025-07-11,AAPL,209.4200,210.0773,0.3139,0.3139,up,0.30–0.50%,1,2025-07-11 09:30:00
2025-07-14,AAPL,210.3300,209.0704,-0.5989,0.5989,down,0.50–1.00%,1,2025-07-14 15:00:00
2025-07-15,AAPL,208.8300,209.7782,0.4541,0.4541,up,0.30–0.50%,1,2025-07-15 09:30:00
2025-07-16,AAPL,208.6600,210.1471,0.7127,0.7127,up,0.50–1.00%,1,2025-07-16 11:00:00
2025-07-17,AAPL,209.4000,209.8879,0.2330,0.2330,up,< 0.30%,1,2025-07-17 09:50:00
2025-07-18,AAPL,210.3600,209.6785,-0.3240,0.3240,down,0.30–0.50%,1,2025-07-18 09:30:00
