date,streak_len,next_1d_ret,max_bounce_3d,rsi,close,vix,vix_bucket,rsi_bucket
2025-04-03,2,0.009537567418331117,0.009537567418331042,,1792.91,21.51,20-25,
2025-04-06,2,0.02657269270384588,0.047496582863139576,,1543.69,45.31,>=25,
2025-04-16,2,-0.0004795224965455924,0.017010429614299744,39.97050223784169,1584.91,30.12,>=25,30-50
2025-04-17,3,0.008591358141589955,0.031808856484549994,39.913679158086914,1584.15,32.64,>=25,30-50
2025-04-24,2,0.020779265030751448,0.02774733231490888,56.53696469917718,1760.89,28.45,>=25,>50
2025-05-03,2,-0.0204051553313791,-0.0029532340915666777,60.35106378667539,1831.89,22.68,20-25,>50
2025-05-04,3,0.006597901376977466,0.059397830048313977,55.16152773520306,1794.51,22.68,20-25,>50
2025-05-12,2,0.09156219069613991,0.09156219069613987,76.36134636716922,2424.8,21.9,20-25,>50
2025-05-17,2,-0.03709430001614722,0.030720167931535754,68.23594193112041,2477.2,17.24,16-20,>50
2025-05-18,3,0.07042690467905643,0.10226343745676655,61.89987159655258,2385.31,17.24,16-20,>50
2025-05-24,2,0.018911325305040583,0.05276625888458189,59.59566353083856,2512.78,22.29,20-25,>50
2025-05-30,2,-0.0002704874342674968,0.03556511984979986,54.24646262391261,2513.98,19.18,16-20,>50
2025-05-31,3,-0.006760036605260145,0.04559742171646835,54.21235197461184,2513.3,18.57,16-20,>50
2025-06-01,4,0.04289531348270037,0.05271380557703176,53.310366833073665,2496.31,18.57,16-20,>50
2025-06-05,2,0.013548016663205376,0.022808067727866792,49.284714287635204,2455.71,17.61,16-20,30-50
2025-06-12,2,0.013693508807515409,0.021445076819669683,49.32827125846283,2514.33,17.26,16-20,30-50
2025-06-18,2,-0.003262810689664608,-0.003262810689664644,49.344158914054724,2525.43,21.6,20-25,30-50
2025-06-19,3,-0.036389783846273005,-0.03638978384627299,48.88094120563579,2517.19,20.14,20-25,30-50
2025-06-20,4,-0.06637972616971555,-0.011164294048046012,43.942528396293916,2425.59,22.17,20-25,30-50
