date,ticker,timestamp,direction,rsi,rsi_slope,rsi_phase_score,phase,zone,fwd_15m,fwd_30m,fwd_60m,fwd_eod
2025-02-03,AAPL,2025-02-03 14:35:00,SHORT,41.12,-1.9737,0.8411,S4,4,4.4e-05,-0.001915,-0.000131,0.004179
2025-02-04,AAPL,2025-02-04 10:35:00,LONG,59.6,3.2123,0.8605,L4,2,-0.000172,-0.017845,-0.017497,-0.015756
2025-02-04,AAPL,2025-02-04 11:00:00,SHORT,28.93,-7.7077,0.3616,S5,2,0.00102,0.000266,0.000665,-0.002438
2025-02-04,AAPL,2025-02-04 15:35:00,LONG,55.31,0.7756,0.7159,L4,5,0.00031,0.012535,0.007388,0.000133
2025-02-05,AAPL,2025-02-05 11:05:00,SHORT,33.96,-7.2775,0.6144,S5,2,0.000266,0.000665,-0.002883,-0.005499
2025-02-05,AAPL,2025-02-05 14:10:00,LONG,57.44,5.2835,0.9171,L4,4,0.002699,0.004602,0.002566,0.003186
2025-02-06,AAPL,2025-02-06 12:20:00,SHORT,46.08,-1.0627,0.7982,S3,3,-0.001131,-0.000478,-0.000826,-0.000435
2025-02-06,AAPL,2025-02-06 13:40:00,LONG,54.42,1.2516,0.8303,L3,3,-0.002431,-0.001693,-0.000478,-0.001129
2025-02-06,AAPL,2025-02-06 13:45:00,SHORT,44.87,-0.5712,0.6587,S4,3,0.000957,0.000217,-0.001043,-0.000304
2025-02-06,AAPL,2025-02-06 14:45:00,LONG,55.44,0.8792,0.7412,L4,4,0.001173,0.000651,-0.001303,-0.000738
2025-02-06,AAPL,2025-02-06 15:45:00,SHORT,39.47,-4.677,0.8398,S4,5,-0.009637,-0.00938,0.004851,-0.000565
2025-02-07,AAPL,2025-02-07 09:30:00,LONG,81.06,8.4914,0.0704,L5,1,-0.000255,-0.010088,-0.013408,-0.003903
2025-02-07,AAPL,2025-02-07 10:10:00,SHORT,34.63,-7.8898,0.6469,S5,2,-0.000304,-0.000521,-0.011424,-0.009591
2025-02-07,AAPL,2025-02-07 11:05:00,LONG,61.03,5.7618,0.8246,L4,2,-0.001036,-0.001165,0.000302,-0.002114
2025-02-07,AAPL,2025-02-07 15:15:00,SHORT,49.97,-1.1977,0.8475,S3,5,4.3e-05,0.002246,0.012449,0.001296
2025-02-07,AAPL,2025-02-07 15:25:00,LONG,52.81,0.3127,0.5893,L3,5,-0.001382,-0.001468,-0.014726,-0.001468
2025-02-07,AAPL,2025-02-07 15:30:00,SHORT,48.93,0.3527,0.3624,S6,5,0.002203,0.011804,0.014599,0.001252
2025-02-10,AAPL,2025-02-10 13:25:00,LONG,52.59,1.88,0.9239,L3,3,0.0,0.000439,0.000219,0.00136
2025-02-11,AAPL,2025-02-11 11:05:00,SHORT,31.25,-15.7108,0.4762,S5,2,0.000354,0.00137,0.002343,0.00495
2025-02-12,AAPL,2025-02-12 09:30:00,LONG,86.56,9.5626,0.0246,L5,1,0.003244,0.002508,0.011157,-0.000785
2025-02-12,AAPL,2025-02-12 15:30:00,SHORT,21.19,-8.5327,0.1064,S5,5,0.001128,-0.029458,-0.021208,0.001909
2025-02-13,AAPL,2025-02-13 09:30:00,LONG,81.18,13.0706,0.0689,L5,1,-0.006839,-0.008014,-0.000755,-0.004974
2025-02-13,AAPL,2025-02-13 11:40:00,SHORT,50.76,0.3775,0.357,S6,2,0.002635,0.001912,0.000297,-0.003442
2025-02-13,AAPL,2025-02-13 13:00:00,LONG,53.48,0.1385,0.5245,L3,3,4.2e-05,0.000255,-0.001742,0.003485
2025-02-13,AAPL,2025-02-13 13:45:00,SHORT,43.44,-2.476,0.911,S4,3,0.000213,0.000426,-0.000511,-0.005023
2025-02-13,AAPL,2025-02-13 15:05:00,LONG,55.04,1.1945,0.8136,L4,5,-8.5e-05,0.001616,0.030502,0.003954
2025-02-14,AAPL,2025-02-14 11:25:00,SHORT,46.44,0.0898,0.4435,S6,2,-0.000499,0.001082,0.001498,0.002122
2025-02-14,AAPL,2025-02-14 13:10:00,LONG,55.07,1.0222,0.7785,L4,3,-0.002287,-0.003742,-0.003742,-0.003035
2025-02-14,AAPL,2025-02-14 13:20:00,SHORT,45.65,-2.3471,0.936,S3,3,0.000667,0.001708,0.0015,0.001041
2025-02-18,AAPL,2025-02-18 09:30:00,LONG,84.07,7.7338,0.0398,L5,1,0.002864,0.003713,0.001407,0.00407
2025-02-18,AAPL,2025-02-18 13:55:00,SHORT,44.29,-3.9391,0.9441,S4,3,-0.0,-0.000164,-0.000985,-0.000164
2025-02-18,AAPL,2025-02-18 14:55:00,LONG,56.88,2.1189,0.8901,L4,4,-0.000984,-0.00123,-0.00082,-0.00082
2025-02-18,AAPL,2025-02-18 15:05:00,SHORT,47.55,-0.8336,0.7537,S3,5,-0.000287,0.00078,0.000887,0.000123
2025-02-19,AAPL,2025-02-19 09:55:00,LONG,59.04,3.7828,0.8789,L4,1,-0.002466,-0.004652,-0.006733,-0.003899
2025-02-19,AAPL,2025-02-19 10:05:00,SHORT,48.09,0.4396,0.3335,S6,2,0.002166,0.003199,-0.000561,0.00223
2025-02-19,AAPL,2025-02-19 11:15:00,LONG,54.0,4.901,0.9672,L3,2,0.000411,0.000205,-8.2e-05,-0.002135
2025-02-19,AAPL,2025-02-19 12:25:00,SHORT,39.82,-2.7678,0.8378,S4,3,0.000494,0.000576,0.00037,0.000288
2025-02-19,AAPL,2025-02-19 14:30:00,LONG,51.52,-0.3458,0.3637,L6,4,0.000535,-0.000329,-0.001398,-0.00037
2025-02-19,AAPL,2025-02-19 15:20:00,SHORT,44.42,-0.4598,0.6196,S4,5,0.000782,-0.000535,-0.005638,-0.000288
2025-02-20,AAPL,2025-02-20 09:30:00,LONG,78.22,6.2933,0.118,L5,1,0.002828,-0.002971,-0.003012,-0.007883
2025-02-20,AAPL,2025-02-20 11:00:00,SHORT,42.11,-1.5475,0.8243,S4,2,0.001275,0.001686,0.000822,0.001974
2025-02-20,AAPL,2025-02-20 14:15:00,LONG,52.78,2.9633,0.9678,L3,4,0.000617,0.001851,0.001028,-0.001481
2025-02-20,AAPL,2025-02-20 15:35:00,SHORT,42.22,-2.3478,0.8841,S4,5,0.001235,-0.007754,-0.006377,0.000988
2025-02-21,AAPL,2025-02-21 09:30:00,LONG,76.41,5.0097,0.1615,L5,1,-0.002706,-0.001548,-0.002015,-0.001297
2025-02-21,AAPL,2025-02-21 12:05:00,SHORT,49.12,-0.5238,0.6687,S3,3,0.000123,-0.0,-0.000368,-0.002416
2025-02-21,AAPL,2025-02-21 13:05:00,LONG,53.39,0.9635,0.7801,L3,3,-0.000123,0.0,0.000614,0.002046
2025-02-24,AAPL,2025-02-24 11:00:00,SHORT,38.0,-1.2748,0.685,S4,2,0.000778,0.000164,0.000246,0.003644
2025-02-24,AAPL,2025-02-24 14:30:00,LONG,53.92,1.4572,0.8672,L3,4,-0.001398,-0.001275,-0.002015,0.000411
2025-02-25,AAPL,2025-02-25 12:35:00,SHORT,49.93,0.102,0.4494,S6,3,0.000977,0.000651,-0.000285,-0.001913
2025-02-25,AAPL,2025-02-25 13:40:00,LONG,57.52,1.3057,0.7981,L4,3,0.0,0.001952,0.000651,0.000651
2025-02-26,AAPL,2025-02-26 09:30:00,SHORT,13.43,-8.3278,0.0245,S5,1,0.00039,-0.000719,0.001664,-0.008195
2025-02-26,AAPL,2025-02-26 11:10:00,LONG,59.29,7.9223,0.8755,L4,2,0.0,0.000367,-0.00102,-0.002734
2025-02-26,AAPL,2025-02-26 13:55:00,SHORT,44.69,-1.3409,0.8355,S4,3,-0.002045,-0.003026,-0.00139,0.000613
2025-02-26,AAPL,2025-02-26 14:00:00,LONG,55.51,0.3466,0.583,L4,4,0.000653,0.001265,-0.001184,-0.002368
2025-02-26,AAPL,2025-02-26 15:00:00,SHORT,43.72,-2.6981,0.922,S4,5,-0.000695,-0.000531,0.016852,0.001185
2025-02-28,AAPL,2025-02-28 11:15:00,LONG,52.33,1.1579,0.8293,L3,2,-0.00076,-0.001436,-0.002364,-0.004687
2025-02-28,AAPL,2025-02-28 12:00:00,SHORT,45.1,-0.8848,0.7482,S3,3,0.000254,0.000296,-0.000127,0.002581
2025-02-28,AAPL,2025-02-28 13:10:00,LONG,52.72,-0.0249,0.4697,L6,3,0.001268,0.002071,-0.000592,-0.003508
2025-02-28,AAPL,2025-02-28 14:30:00,SHORT,41.11,-0.7064,0.6481,S4,4,-0.0,-0.001227,-0.00165,0.002497
2025-02-28,AAPL,2025-02-28 15:35:00,LONG,55.79,2.9641,0.9347,L4,5,-0.005069,0.021546,0.010695,-0.004224
2025-02-28,AAPL,2025-02-28 15:50:00,SHORT,32.21,-5.344,0.5253,S5,5,-0.026751,-0.019733,-0.018677,-0.000849
2025-03-03,AAPL,2025-03-03 09:30:00,LONG,81.99,4.489,0.0591,L5,1,-0.005982,-0.0096,-0.00516,-0.007141
2025-03-03,AAPL,2025-03-03 13:45:00,SHORT,50.19,-0.9236,0.7878,S3,3,4.2e-05,4.2e-05,-0.000624,-0.000291
2025-03-03,AAPL,2025-03-03 13:50:00,LONG,53.11,0.0911,0.5094,L3,3,-0.000125,0.000333,0.000208,0.0
2025-03-03,AAPL,2025-03-03 13:55:00,SHORT,51.71,0.6108,0.2882,S6,3,0.000582,-8.3e-05,-0.000208,-0.000125
2025-03-03,AAPL,2025-03-03 14:25:00,LONG,52.1,1.1596,0.8309,L3,4,0.000333,0.000125,-0.000832,4.2e-05
2025-03-03,AAPL,2025-03-03 15:05:00,SHORT,43.98,-3.2616,0.9351,S4,5,0.000291,0.001248,0.012255,-0.000583
2025-03-04,AAPL,2025-03-04 13:45:00,LONG,57.01,2.0121,0.8814,L4,3,-0.00244,-0.001473,-0.003997,-0.004249
2025-03-04,AAPL,2025-03-04 14:00:00,SHORT,43.04,-2.6396,0.9091,S4,4,-0.00097,8.4e-05,0.003796,0.001814
2025-03-04,AAPL,2025-03-04 14:05:00,LONG,50.89,-2.1149,0.0798,L6,4,-0.001263,0.00059,-0.00438,-0.003201
2025-03-04,AAPL,2025-03-04 14:10:00,SHORT,48.7,-0.4596,0.646,S3,4,0.001896,0.000421,0.006615,0.002781
2025-03-04,AAPL,2025-03-04 15:45:00,LONG,52.85,2.2176,0.9441,L3,5,-0.012718,-0.024084,-0.02477,-0.001898
2025-03-04,AAPL,2025-03-04 15:55:00,SHORT,46.53,-1.9555,0.9228,S3,5,0.015889,0.024935,0.028511,-0.0
2025-03-05,AAPL,2025-03-05 11:05:00,LONG,65.69,8.0309,0.6318,L5,2,0.000169,8.5e-05,4.2e-05,-0.004569
2025-03-05,AAPL,2025-03-05 13:50:00,SHORT,40.87,-1.7592,0.8193,S4,3,-0.002381,-0.00119,-0.00153,-0.000213
2025-03-06,AAPL,2025-03-06 10:20:00,LONG,54.97,2.1836,0.9213,L3,2,0.002661,0.0,-0.008982,-0.012206
2025-03-06,AAPL,2025-03-06 11:05:00,SHORT,38.82,-5.8979,0.8197,S4,2,0.001368,0.001539,0.001539,0.004617
2025-03-06,AAPL,2025-03-06 14:25:00,LONG,56.96,2.955,0.9157,L4,4,-0.001883,-0.002139,-0.005091,-0.003808
2025-03-06,AAPL,2025-03-06 14:35:00,SHORT,36.42,-2.3764,0.7083,S4,4,-0.001932,-0.001159,0.000429,0.000258
2025-03-07,AAPL,2025-03-07 09:30:00,LONG,72.11,5.8006,0.3143,L5,1,0.012158,0.010125,0.006131,-0.006978
2025-03-07,AAPL,2025-03-07 11:05:00,SHORT,37.43,-9.0939,0.7697,S4,2,4.3e-05,-4.3e-05,0.000514,0.000428
2025-03-07,AAPL,2025-03-07 15:30:00,LONG,53.57,2.4168,0.9467,L3,5,0.00047,-0.010453,-0.022379,-0.001668
2025-03-10,AAPL,2025-03-10 09:30:00,SHORT,20.26,-9.4783,0.0898,S5,1,0.007575,0.012051,0.013364,-0.017609
2025-03-10,AAPL,2025-03-10 11:05:00,LONG,70.18,15.316,0.4044,L5,2,-0.000212,-0.002285,-0.005585,-0.003808
2025-03-10,AAPL,2025-03-10 14:50:00,SHORT,45.43,-1.6884,0.8886,S3,4,-0.00064,-0.000427,-0.00418,-0.004223
2025-03-10,AAPL,2025-03-10 15:40:00,LONG,56.13,1.7744,0.8772,L4,5,0.00247,-0.05028,-0.057716,0.00247
2025-03-11,AAPL,2025-03-11 09:30:00,SHORT,9.46,-8.2957,0.0112,S5,1,0.004569,0.018879,0.008849,-0.00517
2025-03-11,AAPL,2025-03-11 11:20:00,LONG,56.09,0.5996,0.6578,L4,2,-0.001234,-0.002512,-0.003878,-0.010533
2025-03-11,AAPL,2025-03-11 13:35:00,SHORT,46.61,-0.4393,0.6293,S3,3,0.000841,0.001284,-0.000354,0.005669
2025-03-12,AAPL,2025-03-12 11:55:00,LONG,51.74,0.8014,0.7487,L3,2,-0.000455,-0.001275,-0.001548,0.005099
2025-03-12,AAPL,2025-03-12 13:05:00,SHORT,45.97,-0.6699,0.6974,S3,3,9.1e-05,-0.000958,-0.002144,-0.007208
2025-03-12,AAPL,2025-03-12 14:00:00,LONG,51.84,0.7518,0.7344,L3,4,0.001869,0.002416,0.000912,0.006198
2025-03-13,AAPL,2025-03-13 09:30:00,SHORT,16.27,-9.3808,0.0425,S5,1,-0.002932,-0.001024,0.002071,-0.004811
2025-03-13,AAPL,2025-03-13 12:05:00,LONG,52.33,1.6236,0.9007,L3,3,0.002788,0.002788,0.002742,-0.000837
2025-03-13,AAPL,2025-03-13 14:05:00,SHORT,38.55,-3.6201,0.8072,S4,4,0.001301,0.000976,0.000418,0.000883
2025-03-13,AAPL,2025-03-13 15:40:00,LONG,53.9,2.2779,0.9377,L3,5,-0.001996,-0.015325,-0.027667,-0.001996
2025-03-13,AAPL,2025-03-13 15:55:00,SHORT,44.38,-1.7407,0.8811,S4,5,0.013356,0.015857,0.025638,-0.0
2025-03-14,AAPL,2025-03-14 14:20:00,LONG,57.17,0.9808,0.7429,L4,4,-0.00019,-0.000523,-0.000666,0.001237
2025-03-17,AAPL,2025-03-17 10:55:00,SHORT,39.32,-4.1013,0.8341,S4,2,-0.005199,-0.005247,-0.005437,-0.011471
2025-03-17,AAPL,2025-03-17 12:00:00,LONG,52.71,0.5441,0.6674,L3,3,-0.001606,-0.001795,-0.001464,0.005526
2025-03-17,AAPL,2025-03-17 12:10:00,SHORT,49.25,-0.39,0.6241,S3,3,0.001466,0.000236,-0.000567,-0.006477
2025-03-17,AAPL,2025-03-17 13:10:00,LONG,54.07,1.4403,0.8634,L3,3,0.000614,4.7e-05,0.00189,0.005906
2025-03-18,AAPL,2025-03-18 11:15:00,SHORT,45.29,-0.0103,0.4725,S3,2,-0.001222,-0.000564,-0.001081,0.000799
2025-03-18,AAPL,2025-03-18 13:55:00,LONG,59.88,2.6436,0.8437,L4,3,-9.4e-05,-0.001221,4.7e-05,-0.00216
2025-03-18,AAPL,2025-03-18 14:35:00,SHORT,38.17,-4.9011,0.7968,S4,4,-0.001929,-0.000518,-0.0008,9.4e-05
2025-03-18,AAPL,2025-03-18 14:50:00,LONG,55.87,4.1331,0.9424,L4,4,-0.001409,-0.001268,-0.000986,-0.002019
2025-03-18,AAPL,2025-03-18 15:05:00,SHORT,43.89,-2.5244,0.9196,S4,5,-0.000141,-0.000282,-0.005508,0.000611
2025-03-18,AAPL,2025-03-18 15:30:00,LONG,56.19,2.6894,0.923,L4,5,-0.001503,0.005307,0.020736,-0.002066
2025-03-18,AAPL,2025-03-18 15:35:00,SHORT,46.75,1.3607,0.1373,S6,5,-0.000141,-0.005224,-0.022686,0.000893
2025-03-19,AAPL,2025-03-19 09:30:00,LONG,72.6,4.9925,0.2931,L5,1,0.003861,0.015348,0.008977,-0.007754
2025-03-19,AAPL,2025-03-19 11:00:00,SHORT,28.64,-5.9443,0.3479,S5,2,0.000142,-0.000755,-0.000377,-0.001981
2025-03-19,AAPL,2025-03-19 15:50:00,LONG,57.79,3.3085,0.9041,L4,5,0.001296,0.007878,0.01727,-0.000612
2025-03-20,AAPL,2025-03-20 12:35:00,SHORT,46.39,-1.6532,0.8942,S3,3,0.001908,0.003444,0.008192,0.004794
2025-03-20,AAPL,2025-03-20 15:50:00,LONG,55.23,2.463,0.93,L4,5,-0.011074,-0.005116,-0.005209,-0.000514
2025-03-21,AAPL,2025-03-21 09:30:00,SHORT,23.73,-5.653,0.1654,S5,1,-0.003771,-0.006193,-0.005253,0.008562
2025-03-21,AAPL,2025-03-21 10:55:00,LONG,55.93,1.6337,0.866,L4,2,-0.00432,-0.006474,-0.005116,-0.016823
2025-03-21,AAPL,2025-03-21 11:00:00,SHORT,47.25,-0.2432,0.5651,S3,2,0.001457,0.003054,0.002678,0.013532
2025-03-21,AAPL,2025-03-21 12:40:00,LONG,56.13,1.6248,0.8622,L4,3,-0.000658,-0.000141,-0.008409,-0.013717
2025-03-21,AAPL,2025-03-21 13:30:00,SHORT,22.86,-6.8284,0.1426,S5,3,-0.001328,-0.003084,-0.004032,0.003985
2025-03-24,AAPL,2025-03-24 09:30:00,LONG,84.0,11.6722,0.0403,L5,1,0.005964,0.00537,0.004296,0.007739
2025-03-24,AAPL,2025-03-24 13:50:00,SHORT,44.71,-2.9871,0.942,S4,3,0.000958,-0.000411,-0.000502,-0.001871
2025-03-24,AAPL,2025-03-24 15:30:00,LONG,59.24,3.1737,0.8694,L4,5,0.000456,-0.00024,0.008064,0.000547
2025-03-25,AAPL,2025-03-25 11:10:00,SHORT,37.1,-9.9095,0.7566,S4,2,-0.000137,0.001549,0.00164,-0.004054
2025-03-25,AAPL,2025-03-25 13:45:00,LONG,58.98,2.6598,0.8674,L4,3,-0.000637,-0.000682,-0.000182,0.002228
2025-03-26,AAPL,2025-03-26 13:15:00,SHORT,48.04,-0.4111,0.627,S3,3,-0.001482,-0.00229,-0.00202,-0.003637
2025-03-26,AAPL,2025-03-26 13:25:00,LONG,54.6,0.853,0.743,L3,3,0.00148,0.001795,0.001974,0.002871
2025-03-27,AAPL,2025-03-27 09:30:00,SHORT,14.29,-8.6914,0.029,S5,1,0.000685,-0.00058,-0.001891,-0.001701
2025-03-27,AAPL,2025-03-27 14:50:00,LONG,57.88,4.4867,0.9075,L4,4,-0.000318,-0.00059,0.000408,0.001543
2025-03-28,AAPL,2025-03-28 10:20:00,SHORT,38.23,-7.7662,0.7992,S4,2,0.003083,-9.1e-05,-0.008303,-0.005526
2025-03-28,AAPL,2025-03-28 11:05:00,LONG,61.62,5.9774,0.8047,L4,2,-0.000812,-0.001669,-0.00203,-0.003564
2025-03-28,AAPL,2025-03-28 14:25:00,SHORT,47.83,0.9388,0.2064,S6,4,-0.000181,-0.000136,4.5e-05,0.001627
2025-03-31,AAPL,2025-03-31 13:30:00,LONG,55.7,2.3974,0.9213,L4,3,-0.001159,-0.002178,-0.00329,0.001807
2025-03-31,AAPL,2025-03-31 14:05:00,SHORT,40.13,-2.4149,0.8372,S4,4,-0.002512,-0.001768,-0.001303,-0.005675
2025-03-31,AAPL,2025-03-31 14:45:00,LONG,53.61,2.4712,0.9484,L3,4,-0.000464,-0.001624,0.002366,0.00283
2025-03-31,AAPL,2025-03-31 15:10:00,SHORT,44.14,-3.7249,0.941,S4,5,-0.00172,-0.003626,-0.022975,-0.004834
2025-03-31,AAPL,2025-03-31 15:30:00,LONG,53.36,2.5019,0.9516,L3,5,0.002459,0.015886,0.030436,0.002923
2025-04-01,AAPL,2025-04-01 12:25:00,SHORT,47.55,-0.8575,0.7599,S3,3,-0.001092,-0.000819,0.003639,0.002502
2025-04-01,AAPL,2025-04-01 12:30:00,LONG,52.37,-0.438,0.3329,L6,3,-0.000318,-0.001771,-0.007176,-0.004042
2025-04-01,AAPL,2025-04-01 12:40:00,SHORT,50.75,0.2266,0.407,S6,3,0.000273,0.003453,0.00677,0.00359
2025-04-01,AAPL,2025-04-01 15:55:00,LONG,55.86,2.0647,0.9028,L4,5,0.011705,0.011841,0.01729,0.0
2025-04-02,AAPL,2025-04-02 11:35:00,SHORT,51.2,1.0876,0.1814,S6,2,0.000902,0.000947,0.001534,0.005323
2025-04-02,AAPL,2025-04-02 14:20:00,LONG,57.67,1.5822,0.8324,L4,4,-0.000136,-0.001897,-0.004336,-0.00402
2025-04-02,AAPL,2025-04-02 14:45:00,SHORT,42.63,-4.6411,0.918,S4,4,0.000588,0.002126,0.002669,0.002443
2025-04-03,AAPL,2025-04-03 11:30:00,LONG,51.53,0.181,0.5478,L3,2,-0.003639,-0.004117,-0.011826,-0.013118
2025-04-03,AAPL,2025-04-03 12:15:00,SHORT,45.67,-0.5743,0.6663,S3,3,0.005924,0.004672,0.006117,0.007224
2025-04-04,AAPL,2025-04-04 11:15:00,LONG,58.6,5.7278,0.8923,L4,2,-0.001291,-0.000993,-0.004371,-0.037002
2025-04-04,AAPL,2025-04-04 13:10:00,SHORT,28.56,-5.6782,0.3444,S5,3,0.015599,0.016516,0.016465,0.011623
2025-04-07,AAPL,2025-04-07 13:05:00,LONG,57.84,1.7657,0.8475,L4,3,0.00745,0.012435,0.000931,-0.001972
2025-04-07,AAPL,2025-04-07 14:25:00,SHORT,44.44,-1.6147,0.8689,S4,4,0.003744,0.001156,-0.00402,-0.003249
2025-04-07,AAPL,2025-04-07 15:35:00,LONG,57.56,6.2354,0.9149,L4,5,-0.002406,0.010814,0.03155,-0.003718
2025-04-08,AAPL,2025-04-08 11:05:00,SHORT,35.49,-6.3623,0.6877,S4,2,0.001697,-0.002354,-0.006898,-0.011004
2025-04-08,AAPL,2025-04-08 14:40:00,LONG,59.51,4.2369,0.8682,L4,4,0.005278,0.005387,0.00272,0.004788
2025-04-09,AAPL,2025-04-09 09:30:00,SHORT,16.69,-6.1361,0.046,S5,1,-0.016132,-0.022196,-0.030204,0.016041
2025-04-09,AAPL,2025-04-09 13:45:00,LONG,56.95,4.2222,0.925,L4,3,-0.030819,-0.028085,-0.038852,-0.024325
2025-04-09,AAPL,2025-04-09 14:00:00,SHORT,27.69,-5.9358,0.3056,S5,4,-0.002821,0.00676,-0.023629,-0.006701
2025-04-10,AAPL,2025-04-10 09:30:00,LONG,81.36,6.678,0.0665,L5,1,0.011074,-0.000728,0.005799,-0.008005
2025-04-10,AAPL,2025-04-10 14:10:00,SHORT,47.54,-0.6922,0.7141,S3,4,-0.002918,-0.00271,0.003439,0.010474
2025-04-10,AAPL,2025-04-10 14:30:00,LONG,57.43,2.0239,0.8746,L4,4,-0.00254,-0.008139,-0.006428,-0.015603
2025-04-10,AAPL,2025-04-10 14:55:00,SHORT,49.65,-1.7698,0.9265,S3,4,0.005357,0.006293,0.012378,0.012378
2025-04-11,AAPL,2025-04-11 10:40:00,LONG,56.96,3.9156,0.924,L4,2,-0.003343,-0.008015,-0.020873,-0.023996
2025-04-11,AAPL,2025-04-11 11:15:00,SHORT,43.45,-1.6297,0.8565,S4,2,0.007331,0.009283,0.006118,0.011129
2025-04-11,AAPL,2025-04-11 12:45:00,LONG,53.5,2.2125,0.9383,L3,3,0.005848,0.004004,0.007955,-0.012275
2025-04-11,AAPL,2025-04-11 14:25:00,SHORT,43.84,-3.2516,0.9329,S4,4,0.00079,-0.000579,0.003632,0.013107
2025-04-14,AAPL,2025-04-14 09:30:00,LONG,85.53,7.8071,0.03,L5,1,-0.003787,-0.008005,-0.017664,0.009639
2025-04-14,AAPL,2025-04-14 13:35:00,SHORT,42.48,-2.2769,0.8863,S4,3,-0.001651,-0.012966,-0.013111,-0.018501
2025-04-14,AAPL,2025-04-14 14:05:00,LONG,63.64,4.5617,0.7251,L4,4,-0.002109,0.000144,0.006184,0.005465
2025-04-15,AAPL,2025-04-15 09:30:00,SHORT,20.66,-8.8346,0.0966,S5,1,-0.001346,0.002258,0.004825,0.008929
2025-04-15,AAPL,2025-04-15 12:25:00,LONG,50.59,0.6455,0.7081,L3,3,-0.002074,-0.001086,-0.00158,-0.013036
2025-04-15,AAPL,2025-04-15 12:45:00,SHORT,47.44,-1.2424,0.8437,S3,3,0.000198,0.000692,0.006081,0.011816
2025-04-16,AAPL,2025-04-16 11:30:00,LONG,67.89,6.597,0.5207,L5,2,0.003361,0.001455,0.000502,-0.003863
2025-04-16,AAPL,2025-04-16 15:05:00,SHORT,47.12,-1.5262,0.8851,S3,5,0.000401,0.001606,0.025715,0.003513
2025-04-17,AAPL,2025-04-17 15:00:00,LONG,70.91,4.9347,0.3689,L5,5,-0.003102,-0.000305,-0.020179,-0.00117
2025-04-21,AAPL,2025-04-21 09:30:00,SHORT,28.51,-5.1258,0.3422,S5,1,0.000362,0.008683,0.009046,0.007953
2025-04-21,AAPL,2025-04-21 11:15:00,LONG,54.17,3.9942,0.9638,L3,2,0.001964,-0.001085,-0.003773,-0.012146
2025-04-21,AAPL,2025-04-21 14:05:00,SHORT,39.94,-3.4516,0.8499,S4,4,0.005808,0.007519,0.008764,0.008867
2025-04-22,AAPL,2025-04-22 09:30:00,LONG,82.37,9.5116,0.055,L5,1,0.003581,0.00823,0.007087,-0.008483
2025-04-22,AAPL,2025-04-22 11:15:00,SHORT,41.1,-7.7608,0.8854,S4,2,-0.000978,-0.001492,-0.000206,-0.000206
2025-04-22,AAPL,2025-04-22 15:50:00,LONG,60.85,4.0542,0.8288,L4,5,0.051922,0.057404,0.059248,-5.1e-05
2025-04-24,AAPL,2025-04-24 09:30:00,SHORT,33.13,-5.5188,0.5726,S5,1,-0.000819,-0.006579,-0.009367,0.001107
2025-04-24,AAPL,2025-04-24 10:25:00,LONG,56.85,0.5155,0.6237,L4,2,-0.004023,-0.001769,-0.021648,-0.01016
2025-04-24,AAPL,2025-04-24 11:00:00,SHORT,31.32,-2.8512,0.4734,S5,2,0.004844,0.006475,0.006475,-0.005091
2025-04-24,AAPL,2025-04-24 13:35:00,LONG,56.44,4.0338,0.9332,L4,3,0.005047,0.004552,0.004404,0.006135
2025-04-25,AAPL,2025-04-25 13:00:00,SHORT,46.79,-0.1448,0.5281,S3,3,0.00218,0.006442,0.007169,0.008767
2025-04-28,AAPL,2025-04-28 09:30:00,LONG,74.47,4.8038,0.2214,L5,1,0.005462,-0.000907,-0.002242,0.001997
2025-04-28,AAPL,2025-04-28 11:20:00,SHORT,46.37,-0.2068,0.5479,S3,2,-0.001255,-0.002027,-0.004101,-0.009168
2025-04-28,AAPL,2025-04-28 11:55:00,LONG,54.03,0.7613,0.7234,L3,2,0.000625,0.003464,0.004474,0.006109
2025-04-29,AAPL,2025-04-29 12:15:00,SHORT,47.22,-1.5744,0.8918,S3,3,-0.000429,-0.000381,0.000619,0.005575
2025-04-30,AAPL,2025-04-30 10:50:00,LONG,50.79,-0.7326,0.2544,L6,2,0.007897,0.007705,0.007417,-0.007753
2025-04-30,AAPL,2025-04-30 13:30:00,SHORT,47.81,-2.1464,0.945,S3,3,0.00043,-0.000334,0.001098,0.013553
2025-05-01,AAPL,2025-05-01 09:40:00,LONG,66.58,14.8305,0.5874,L5,1,-0.005194,-0.005663,0.002408,-0.012586
2025-05-01,AAPL,2025-05-01 11:10:00,SHORT,39.53,-8.1906,0.8423,S4,2,-0.001344,-4.8e-05,-0.002304,0.00048
2025-05-01,AAPL,2025-05-01 12:50:00,LONG,51.2,0.0619,0.5057,L3,3,-0.000191,-0.000669,-0.001243,-0.004875
2025-05-01,AAPL,2025-05-01 13:30:00,SHORT,45.15,-1.9337,0.907,S3,3,4.8e-05,-0.001292,0.002632,0.003494
2025-05-02,AAPL,2025-05-02 11:10:00,LONG,58.4,5.058,0.8968,L4,2,-0.000387,-0.000967,-0.001451,-0.001064
2025-05-02,AAPL,2025-05-02 13:10:00,SHORT,46.03,-1.8362,0.9087,S3,3,0.000534,0.001601,-0.001747,-0.002426
2025-05-02,AAPL,2025-05-02 15:45:00,LONG,59.74,2.0499,0.8245,L4,5,-0.021925,-0.035257,-0.037114,0.000242
