Ticker,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^RUT,^RUT,^RUT,^RUT,^RUT,^RUT,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^N225,^N225,^N225,^N225,^N225,^N225,^HSI,^HSI,^HSI,^HSI,^HSI,^HSI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0.0
1928-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0.0
1928-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0.0
1928-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0.0
1928-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0.0
1928-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.5,17.5,17.5,17.5,0.0
1928-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0.0
1928-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0.0
1928-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0.0
1928-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0.0
1928-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0.0
1928-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0.0
1928-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0.0
1928-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0.0
1928-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0.0
1928-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0.0
